chunk,epoch,loss,accuracy
4,33,0.005673039889335632,0.4965
4,34,0.005564472603797913,0.4946
4,35,0.00586675181388855,0.4863
4,36,0.006270840859413147,0.4825
4,37,0.006374714827537537,0.476
4,38,0.005478079557418823,0.4979
4,39,0.006299220395088196,0.4927
4,40,0.006805761122703553,0.4942
4,41,0.00523151695728302,0.4777
4,42,0.006109667682647705,0.4937
4,43,0.006416686701774597,0.4921
4,44,0.006106885099411011,0.4918
4,45,0.005839362001419067,0.4886
4,46,0.0058269455432891845,0.4914
4,47,0.006045175075531006,0.4925
4,48,0.005938109850883484,0.4938
4,49,0.006063047623634338,0.4943
5,0,0.0028167661309242246,0.5072
5,1,0.0029369012713432313,0.5117
5,2,0.00304254412651062,0.5406
5,3,0.003249993562698364,0.5261
5,4,0.0035013190269470216,0.5292
5,5,0.0036512709856033323,0.5312
5,6,0.0036850438475608824,0.5308
5,7,0.0038839949250221253,0.5325
5,8,0.0041141532182693485,0.521
5,9,0.004497862112522125,0.5233
5,10,0.004644243669509888,0.5331
5,11,0.004699043440818787,0.5273
5,12,0.004295500648021698,0.5389
5,13,0.005027288794517517,0.5203
5,14,0.004866759610176087,0.5361
5,15,0.0052073713541030886,0.5243
5,16,0.004628337121009827,0.5323
5,17,0.004839698696136475,0.5353
5,18,0.005297660231590271,0.5353
5,19,0.005454085612297058,0.533
5,20,0.005531669211387634,0.5246
5,21,0.005390758490562439,0.5386
5,22,0.004788784492015839,0.5291
5,23,0.005205663299560547,0.5266
5,24,0.005319994974136353,0.5342
5,25,0.0051715457201004025,0.5352
5,26,0.005378606414794922,0.5402
5,27,0.005866069269180298,0.5375
5,28,0.0053564528465270995,0.5308
5,29,0.005099336290359497,0.5205
5,30,0.005538981723785401,0.5309
5,31,0.005966939187049866,0.5248
5,32,0.005482755422592163,0.5223
5,33,0.005567549252510071,0.5285
5,34,0.005690315413475037,0.5305
5,35,0.0054007528781890865,0.5323
5,36,0.0060437320947647095,0.5241
5,37,0.00569212327003479,0.5226
5,38,0.005471546339988708,0.5386
5,39,0.005941641592979431,0.5346
5,40,0.0054909099578857425,0.5245
5,41,0.00493385500907898,0.5316
5,42,0.005643457078933716,0.5238
5,43,0.005784619235992432,0.5364
5,44,0.005272309446334839,0.5346
5,45,0.005940039873123169,0.5273
5,46,0.005267902016639709,0.5361
5,47,0.005155073189735413,0.538
5,48,0.0062795392990112305,0.5354
5,49,0.005456048536300659,0.533
